crim,zn,indus,chas,nox,rm,age,dis,rad,tax,ptratio,b,lstat,medv
-1.9795039305679307,0.9322975004657622,1.6031219541881399,0,0.3368629542335775,0.6163221033051,0.34598987220744887,0.40129172537610774,0.0,-0.5698391942365606,0.7977369376874188,0.0,-1.2874495091346614,0.5307692307692307
-1.3008669076940282,0.0,2.7073972741361767,0,0.18790046125362636,0.3268829258278296,-0.13489943057972306,0.4863785367062135,0.10623640465574996,-1.0941759048737374,0.5754636462998881,0.0,-0.4418868240217084,0.43846153846153846
-1.3012066128994368,0.0,2.7073972741361767,0,0.18790046125362636,1.7628019621436384,0.471002523380415,0.4863785367062135,0.10623640465574996,-1.0941759048737374,0.5754636462998881,0.20968111949812468,-1.5377656333562482,0.9423076923076923
-1.222047994302916,0.0,1.562049935181331,0,0.16371924225030732,1.4113401037783824,0.8884278211930774,0.582385152428688,0.18775446505396048,-1.3530161586642766,0.4825577058439945,0.14324851291091328,-1.879738287393052,0.8923076923076922
-0.8707512498294215,0.0,1.562049935181331,0,0.16371924225030732,1.6913819053635337,0.66767465563535,0.582385152428688,0.18775446505396048,-1.3530161586642766,0.4825577058439945,0.0,-1.202885122002914,1.0
-1.2596293983820188,0.0,1.562049935181331,0,0.16371924225030732,0.34379820243364306,0.5412094969156926,0.582385152428688,0.18775446505396048,-1.3530161586642766,0.4825577058439945,0.1645576368147149,-1.231481792946105,0.7115384615384615
-0.7567762490230533,0.9179009102762558,2.8513154858766505,0,0.3070069337221488,-0.4418224221475202,0.30167600005619744,0.5396120396400095,0.31702346269725035,-0.4490404718353231,0.80580947965878,0.09457939331933046,0.07855090079916828,0.4884615384615384
-0.5281739745033053,0.9179009102762558,2.8513154858766505,0,0.3070069337221488,-0.14110639359970636,-1.0677914158006723,0.573023732458896,0.31702346269725035,-0.4490404718353231,0.80580947965878,0.0,0.9460994071906478,0.6499999999999999
-0.3522612670719054,0.9179009102762558,2.8513154858766505,0,0.3070069337221488,-1.1579024651270002,-1.5229336891952159,0.5840436545200189,0.31702346269725035,-0.4490404718353231,0.80580947965878,0.34260471075358273,2.0496243408448502,0.24230769230769234
-0.45286566591677946,0.9179009102762558,2.8513154858766505,0,0.3070069337221488,-0.4568582235749109,-0.440626195433861,0.6256386766779749,0.31702346269725035,-0.4490404718353231,0.80580947965878,0.34136927913212883,0.7016259779410648,0.33461538461538454
-0.3232261621301408,0.9179009102762558,2.8513154858766505,0,0.3070069337221488,0.24418601797717993,-0.9272121587332579,0.6058375721047071,0.31702346269725035,-0.4490404718353231,0.80580947965878,0.21908843586456278,1.0940274755786645,0.18461538461538463
-0.6243645572885137,0.9179009102762558,2.8513154858766505,0,0.3070069337221488,-0.44746084768279026,-0.302411104168307,0.5960124469105015,0.31702346269725035,-0.4490404718353231,0.80580947965878,0.0,0.1989086847493815,0.33461538461538454
-0.7288038015254437,0.9179009102762558,2.8513154858766505,0,0.3070069337221488,-0.6729978690936507,1.0550706825866851,0.5300078597395423,0.31702346269725035,-0.4490404718353231,0.80580947965878,0.2710385816553027,0.5268970692770097,0.4423076923076923
0.15425596255903026,0.0,2.898275349237888,0,0.3368629542335775,-0.5602293583882213,0.45013010957684746,0.4620642264294211,0.2564773689376677,-0.48051000418356166,0.18617150675002414,0.0,-0.5982746136188694,0.39230769230769225
0.16025472152328735,0.0,2.898275349237888,0,0.3368629542335775,-0.28394650715991715,-0.374564493998347,0.4384169755857796,0.2564773689376677,-0.48051000418356166,0.18617150675002414,0.42399571176323825,-0.2545874710858018,0.3076923076923076
0.15250761969455784,0.0,2.898275349237888,0,0.3368629542335775,-0.7763690039069627,0.603835735316294,0.4419924877784514,0.2564773689376677,-0.48051000418356166,0.18617150675002414,0.0934312685940456,-0.5601322784362864,0.373076923076923
0.3930335732116113,0.0,2.898275349237888,0,0.3368629542335775,-0.5865420108861554,1.2776839096164023,0.4419924877784514,0.2564773689376677,-0.48051000418356166,0.18617150675002414,0.3391876351548683,-0.9257269921218062,0.49615384615384617
0.25595657588354187,0.0,2.898275349237888,0,0.3368629542335775,-0.48317087607284337,-0.25036838494629016,0.41825954876754917,0.2564773689376677,-0.48051000418356166,0.18617150675002414,0.3407485195406436,0.39070202926411124,0.28076923076923077
0.26677436879780636,0.0,2.898275349237888,0,0.3368629542335775,-1.486810621351171,1.1116836481539136,0.370741189210734,0.2564773689376677,-0.48051000418356166,0.18617150675002414,0.7566941417043944,-0.031191551287584395,0.3846153846153846
0.2200712063018204,0.0,2.898275349237888,0,0.3368629542335775,-0.9774728479983118,0.20691729401265768,0.370741189210734,0.2564773689376677,-0.48051000418356166,0.18617150675002414,0.26063966531904315,-0.09363095730068392,0.3076923076923076
0.4728120465841934,0.0,2.898275349237888,0,0.3368629542335775,-1.2725504510108538,-1.2593059902684447,0.3708897671305092,0.2564773689376677,-0.48051000418356166,0.18617150675002414,0.45569268610049707,1.157326919767183,0.13076923076923075
0.2944292803106317,0.0,2.898275349237888,0,0.3368629542335775,-0.5301577555334399,-0.6096773213698361,0.3933175408924013,0.2564773689376677,-0.48051000418356166,0.18617150675002414,0.2187921755125451,0.27687366764478855,0.3615384615384616
0.46559958229105913,0.0,2.898275349237888,0,0.3368629542335775,-0.19749064895242022,-0.7542624236348827,0.38965801813169515,0.2564773689376677,-0.48051000418356166,0.18617150675002414,0.0,0.8960111646701567,0.1923076923076923
0.3632811179769145,0.0,2.898275349237888,0,0.3368629542335775,-0.8158379826538631,-1.5229336891952159,0.40182258027216927,0.2564773689376677,-0.48051000418356166,0.18617150675002414,0.1471879220593288,1.0297944774786665,0.16538461538461535
0.23544061090189522,0.0,2.898275349237888,0,0.3368629542335775,-0.6072162378488162,-0.9128297737694815,0.4323124605058046,0.2564773689376677,-0.48051000418356166,0.18617150675002414,0.15607239240612775,0.6020278600263702,0.20769230769230762
0.2881281253041956,0.0,2.898275349237888,0,0.3368629542335775,-1.218045670836563,-0.43100665820047235,0.43770396357313507,0.2564773689376677,-0.48051000418356166,0.18617150675002414,0.7301121965945196,0.6284192024886869,0.14230769230769236
0.18429689382156936,0.0,2.898275349237888,0,0.3368629542335775,-0.8158379826538631,-0.6711935809869144,0.4596390463089108,0.2564773689376677,-0.48051000418356166,0.18617150675002414,0.45305235267947874,0.40933029746293415,0.24615384615384617
0.34770063402127654,0.0,2.898275349237888,0,0.3368629542335775,-0.3760407909026858,-0.5880238226753572,0.437586698449174,0.2564773689376677,-0.48051000418356166,0.18617150675002414,0.7241644373268306,0.7236925528842023,0.17692307692307696
0.2492802680413936,0.0,2.898275349237888,0,0.3368629542335775,0.4659640890311931,-0.9344838574192526,0.437713734931178,0.2564773689376677,-0.48051000418356166,0.18617150675002414,0.3212808065906954,0.13209165871115264,0.31538461538461526
0.36981204684918356,0.0,2.898275349237888,0,0.3368629542335775,0.80239014596906,-0.5098282221690086,0.41636701678016824,0.2564773689376677,-0.48051000418356166,0.18617150675002414,0.4218832079018986,0.01225397170585393,0.41538461538461535
0.4256816661814712,0.0,2.898275349237888,0,0.3368629542335775,-1.003785500496246,-0.9128297737694815,0.41576530160492847,0.2564773689376677,-0.48051000418356166,0.18617150675002414,0.5596980269342794,1.3282272248132836,0.09615384615384615
0.5094535534213396,0.0,2.898275349237888,0,0.3368629542335775,-0.32905391144208923,-1.5229336891952159,0.40992584666120085,0.2564773689376677,-0.48051000418356166,0.18617150675002414,0.45433454318234245,0.1663737115733768,0.16538461538461535
0.5207037227368668,0.0,2.898275349237888,0,0.3368629542335775,-0.5583498832097968,-0.2632237325687408,0.39101420661356295,0.2564773689376677,-0.48051000418356166,0.18617150675002414,0.834909481958714,1.8419145506575632,0.11538461538461531
